name,type,version,affectedByUniqueSmellId
org.stringtemplate.v4.compiler,package,3.5,862
org.stringtemplate.v4.compiler,package,4.0,841
org.stringtemplate.v4.compiler,package,3.4,862
org.stringtemplate.v4.compiler,package,3.4,841
org.stringtemplate.v4.compiler,package,3.4,918
org.antlr.v4.codegen.DefaultOutputModelFactory,class,4.0,1058
org.antlr.v4.codegen.DefaultOutputModelFactory,class,4.0,1173
org.antlr.v4.codegen.DefaultOutputModelFactory,class,4.0,1069
org.stringtemplate.v4.misc,package,3.4,841
org.stringtemplate.v4.misc,package,3.5,865
org.stringtemplate.v4.misc,package,3.4,844
org.stringtemplate.v4.misc,package,4.0,863
org.stringtemplate.v4.misc,package,3.4,889
org.stringtemplate.v4.misc,package,3.4,862
org.stringtemplate.v4.misc,package,3.5,863
org.stringtemplate.v4.misc,package,3.4,865
org.stringtemplate.v4.misc,package,3.4,863
org.stringtemplate.v4.misc,package,3.5,844
org.stringtemplate.v4.misc,package,3.5,841
org.stringtemplate.v4.misc,package,3.5,889
org.stringtemplate.v4.misc,package,3.5,862
org.stringtemplate.v4.misc,package,4.0,841
org.stringtemplate.v4.misc,package,4.0,889
org.stringtemplate.v4.misc,package,3.4,918
org.stringtemplate.v4.misc,package,4.0,1120
antlr.CharRangeElement,class,2.7.4,46
antlr.CharRangeElement,class,2.7.3,46
antlr.CharRangeElement,class,2.7.5,46
antlr.CharRangeElement,class,3.4,634
antlr.CharRangeElement,class,3.3,634
antlr.CharRangeElement,class,3.1,269
antlr.CharRangeElement,class,3.1.1,269
antlr.CharRangeElement,class,3.5,634
antlr.CharRangeElement,class,3.2,634
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1166
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1105
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1060
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1130
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1131
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1176
org.antlr.v4.runtime.atn.ParserATNSimulator,class,4.0,1064
org.antlr.v4.runtime.dfa.DFA,class,4.0,1131
org.antlr.v4.runtime.dfa.DFA,class,4.0,1130
org.antlr.v4.runtime.dfa.DFA,class,4.0,1105
org.antlr.v4.runtime.dfa.DFA,class,4.0,1166
org.antlr.v4.runtime.dfa.DFA,class,4.0,1060
org.antlr.v4.runtime.dfa.DFA,class,4.0,1171
org.antlr.v4.runtime.dfa.DFA,class,4.0,1064
org.antlr.v4.runtime.dfa.DFA,class,4.0,1176
antlr.ActionElement,class,2.7.5,58
antlr.ActionElement,class,3.1,334
antlr.ActionElement,class,2.7.4,58
antlr.ActionElement,class,3.3,677
antlr.ActionElement,class,3.2,677
antlr.ActionElement,class,3.1.1,334
antlr.ActionElement,class,3.4,677
antlr.ActionElement,class,3.5,677
antlr.ActionElement,class,2.7.3,58
org.antlr.grammar.v3.ANTLRv3Parser$DFA64,class,3.1.2,430
org.antlr.grammar.v3.ANTLRv3Parser,class,3.1.3,551
org.antlr.grammar.v3.ANTLRv3Parser,class,3.2,551
org.antlr.grammar.v3.ANTLRv3Parser,class,3.3,551
org.antlr.grammar.v3.ANTLRv3Parser,class,3.1.2,430
org.antlr.grammar.v3.ANTLRv3Parser,class,3.4,551
org.antlr.v4.analysis.LeftRecursiveRuleTransformer,class,4.0,1158
org.antlr.v4.analysis.LeftRecursiveRuleTransformer,class,4.0,1182
org.antlr.v4.analysis.LeftRecursiveRuleTransformer,class,4.0,1161
org.antlr.v4.analysis.LeftRecursiveRuleTransformer,class,4.0,1156
org.antlr.v4.analysis.LeftRecursiveRuleTransformer,class,4.0,1152
org.antlr.v4.runtime.Lexer,class,4.0,1059
org.antlr.v4.runtime.atn.LexerATNSimulator,class,4.0,1059
antlr.build,package,2.7.3,70
antlr.build,package,2.7.5,70
antlr.build,package,3.2,491
antlr.build,package,3.5,491
antlr.build,package,3.1.1,283
antlr.build,package,2.7.6,70
antlr.build,package,3.1,283
antlr.build,package,3.1.3,491
antlr.build,package,2.7.7,70
antlr.build,package,3.3,491
antlr.build,package,2.7.4,70
antlr.build,package,3.4,491
antlr.debug.misc,package,2.7.5,70
antlr.debug.misc,package,3.2,491
antlr.debug.misc,package,3.3,491
antlr.debug.misc,package,2.7.3,70
antlr.debug.misc,package,3.1.1,283
antlr.debug.misc,package,3.1,283
antlr.debug.misc,package,2.7.7,70
antlr.debug.misc,package,3.1.3,491
antlr.debug.misc,package,2.7.6,70
antlr.debug.misc,package,2.7.4,70
antlr.debug.misc,package,3.4,491
antlr.debug.misc,package,3.5,491
antlr.debug,package,3.1.1,283
antlr.debug,package,2.7.5,70
antlr.debug,package,3.2,491
antlr.debug,package,3.3,491
antlr.debug,package,2.7.3,70
antlr.debug,package,2.7.6,70
antlr.debug,package,3.1,283
antlr.debug,package,3.1.3,491
antlr.debug,package,3.5,491
antlr.debug,package,2.7.7,70
antlr.debug,package,2.7.4,70
antlr.debug,package,3.4,491
antlr.collections,package,2.7.5,70
antlr.collections,package,3.1.1,283
antlr.collections,package,3.2,491
antlr.collections,package,3.3,491
antlr.collections,package,2.7.6,70
antlr.collections,package,3.1,283
antlr.collections,package,3.1.3,491
antlr.collections,package,2.7.7,70
antlr.collections,package,2.7.3,70
antlr.collections,package,3.5,491
antlr.collections,package,2.7.4,70
antlr.collections,package,3.4,491
org.antlr.v4.tool.interp,package,4.0,1107
org.antlr.v4.tool.interp,package,4.0,1120
org.stringtemplate.v4.compiler.CompilationState,class,4.0,910
org.stringtemplate.v4.compiler.CompilationState,class,3.5,910
org.stringtemplate.v4.compiler.CompilationState,class,4.0,1068
org.stringtemplate.v4.compiler.CompilationState,class,3.4,910
org.antlr.tool.Strip$13,class,3.1.2,431
org.antlr.v4.codegen.model.decl,package,4.0,1033
org.antlr.v4.codegen.model.decl,package,4.0,1025
org.antlr.v4.codegen.model.decl,package,4.0,1120
org.antlr.v4.codegen.model.decl,package,4.0,1107
org.antlr.v4.codegen.model.decl,package,4.0,1020
org.antlr.v4.codegen.model.decl,package,4.0,1168
org.antlr.tool.Strip$1,class,3.3,431
org.antlr.tool.Strip$1,class,3.2,431
org.antlr.tool.Strip$1,class,3.5,431
org.antlr.tool.Strip$1,class,3.1.2,431
org.antlr.tool.Strip$1,class,3.1.3,431
org.antlr.tool.Strip$1,class,3.4,431
org.antlr.tool.Strip$7,class,3.1.2,431
org.antlr.tool.Strip$7,class,3.5,431
org.antlr.tool.Strip$7,class,3.4,431
org.antlr.tool.Strip$7,class,3.3,431
org.antlr.tool.Strip$7,class,3.1.3,431
org.antlr.tool.Strip$7,class,3.2,431
org.antlr.tool.Strip,class,3.3,431
org.antlr.tool.Strip,class,3.2,431
org.antlr.tool.Strip,class,3.4,431
org.antlr.tool.Strip,class,3.1.2,431
org.antlr.tool.Strip,class,3.1.3,431
org.antlr.tool.Strip,class,3.5,431
org.antlr.v4.misc,package,4.0,1155
org.antlr.v4.misc,package,4.0,1120
org.antlr.v4.misc,package,4.0,1107
org.antlr.v4.misc,package,4.0,1081
org.antlr.tool.Strip$2,class,3.1.2,431
org.antlr.tool.Strip$2,class,3.5,431
org.antlr.tool.Strip$2,class,3.3,431
org.antlr.tool.Strip$2,class,3.1.3,431
org.antlr.tool.Strip$2,class,3.2,431
org.antlr.tool.Strip$2,class,3.4,431
org.antlr.tool.Strip$3,class,3.4,431
org.antlr.tool.Strip$3,class,3.3,431
org.antlr.tool.Strip$3,class,3.2,431
org.antlr.tool.Strip$3,class,3.1.3,431
org.antlr.tool.Strip$3,class,3.5,431
org.antlr.tool.Strip$3,class,3.1.2,431
org.antlr.tool.Strip$11,class,3.1.3,431
org.antlr.tool.Strip$11,class,3.4,431
org.antlr.tool.Strip$11,class,3.3,431
org.antlr.tool.Strip$11,class,3.2,431
org.antlr.tool.Strip$11,class,3.1.2,431
org.antlr.tool.Strip$11,class,3.5,431
org.antlr.v4.tool.ast.ActionAST,class,4.0,1154
org.antlr.tool.Strip$12,class,3.1.2,431
org.antlr.v4.tool.ast.GrammarASTWithOptions,class,4.0,1082
org.antlr.v4.tool.ast.GrammarASTWithOptions,class,4.0,1084
org.antlr.v4.tool.ast.GrammarASTWithOptions,class,4.0,1154
org.antlr.v4.tool.ast.GrammarASTWithOptions,class,4.0,1045
org.antlr.grammar.v3.ANTLRParser$grammar_Adaptor,class,3.4,866
org.antlr.grammar.v3.ANTLRParser$grammar_Adaptor,class,3.4,864
org.antlr.grammar.v3.ANTLRParser$grammar_Adaptor,class,3.5,864
org.antlr.grammar.v3.ANTLRParser$grammar_Adaptor,class,3.5,866
antlr.TokenRangeElement,class,3.3,626
antlr.TokenRangeElement,class,3.1,261
antlr.TokenRangeElement,class,2.7.3,49
antlr.TokenRangeElement,class,3.5,626
antlr.TokenRangeElement,class,2.7.5,49
antlr.TokenRangeElement,class,3.1.1,261
antlr.TokenRangeElement,class,3.4,626
antlr.TokenRangeElement,class,3.2,626
antlr.TokenRangeElement,class,2.7.4,49
org.stringtemplate.v4.STGroupDir,class,4.0,819
org.stringtemplate.v4.STGroupDir,class,4.0,1170
org.stringtemplate.v4.STGroupDir,class,3.4,819
org.stringtemplate.v4.STGroupDir,class,3.5,819
org.antlr.gunit.gUnitTestSuite,class,3.3,660
org.antlr.gunit.gUnitTestSuite,class,3.4,660
org.antlr.gunit.gUnitTestSuite,class,3.2,660
org.antlr.gunit.gUnitTestSuite,class,3.5,660
org.antlr.v4.tool.LabelElementPair,class,4.0,1156
org.antlr.v4.tool.GrammarTransformPipeline$1,class,4.0,1063
org.antlr.grammar.v3.ANTLRParser$GrammarASTErrorNode,class,3.5,866
org.antlr.grammar.v3.ANTLRParser$GrammarASTErrorNode,class,3.4,866
org.antlr.grammar.v3.DefineGrammarItemsWalker$DFA38,class,3.4,820
org.antlr.v4.runtime.tree.gui.TreeLayoutAdaptor$AntlrTreeChildrenReverseIterable,class,4.0,1110
org.antlr.v4.runtime.tree.gui.TreeLayoutAdaptor$AntlrTreeChildrenReverseIterable$1,class,4.0,1110
org.antlr.gunit.swingui.model,package,3.2,661
org.antlr.gunit.swingui.model,package,3.3,665
org.antlr.gunit.swingui.model,package,3.2,665
org.antlr.gunit.swingui.model,package,3.5,661
org.antlr.gunit.swingui.model,package,3.4,661
org.antlr.gunit.swingui.model,package,3.5,665
org.antlr.gunit.swingui.model,package,3.3,661
org.antlr.gunit.swingui.model,package,3.4,665
antlr.RuleRefElement,class,3.2,650
antlr.RuleRefElement,class,3.3,718
antlr.RuleRefElement,class,2.7.5,62
antlr.RuleRefElement,class,3.1.1,292
antlr.RuleRefElement,class,2.7.4,62
antlr.RuleRefElement,class,2.7.3,62
antlr.RuleRefElement,class,3.4,718
antlr.RuleRefElement,class,3.3,681
antlr.RuleRefElement,class,3.1,292
antlr.RuleRefElement,class,3.3,650
antlr.RuleRefElement,class,3.5,718
org.antlr.gunit.swingui.parsers,package,3.2,661
org.antlr.gunit.swingui.parsers,package,3.3,665
org.antlr.gunit.swingui.parsers,package,3.2,665
org.antlr.gunit.swingui.parsers,package,3.5,661
org.antlr.gunit.swingui.parsers,package,3.4,661
org.antlr.gunit.swingui.parsers,package,3.5,665
org.antlr.gunit.swingui.parsers,package,3.3,661
org.antlr.gunit.swingui.parsers,package,3.4,665
org.antlr.gunit.swingui.runner,package,3.3,665
org.antlr.gunit.swingui.runner,package,3.5,661
org.antlr.gunit.swingui.runner,package,3.2,661
org.antlr.gunit.swingui.runner,package,3.2,669
org.antlr.gunit.swingui.runner,package,3.3,669
org.antlr.gunit.swingui.runner,package,3.2,665
org.antlr.gunit.swingui.runner,package,3.4,661
org.antlr.gunit.swingui.runner,package,3.5,669
org.antlr.gunit.swingui.runner,package,3.5,665
org.antlr.gunit.swingui.runner,package,3.3,661
org.antlr.gunit.swingui.runner,package,3.4,665
org.antlr.gunit.swingui.runner,package,3.4,669
org.stringtemplate.v4.compiler.STLexer,class,3.4,873
org.stringtemplate.v4.compiler.STLexer,class,3.5,922
org.stringtemplate.v4.compiler.STLexer,class,3.4,914
org.stringtemplate.v4.compiler.STLexer,class,3.4,922
org.stringtemplate.v4.compiler.STLexer,class,4.0,922
org.stringtemplate.v4.compiler.STLexer,class,3.4,915
org.stringtemplate.v4.compiler.STLexer,class,3.5,914
org.stringtemplate.v4.compiler.STLexer,class,3.5,873
org.stringtemplate.v4.compiler.STLexer,class,3.5,915
antlr.SynPredBlock,class,2.7.5,63
antlr.SynPredBlock,class,3.1,339
antlr.SynPredBlock,class,3.1.1,332
antlr.SynPredBlock,class,2.7.3,63
antlr.SynPredBlock,class,3.1,332
antlr.SynPredBlock,class,3.1.1,339
antlr.SynPredBlock,class,3.2,683
antlr.SynPredBlock,class,2.7.4,63
antlr.SynPredBlock,class,3.3,683
antlr.SynPredBlock,class,3.5,683
antlr.SynPredBlock,class,3.2,674
antlr.SynPredBlock,class,3.4,683
org.antlr.v4.runtime.tree.gui.TreePostScriptGenerator$VariableExtentProvide,class,4.0,1111
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1091
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1094
org.stringtemplate.v4.misc.ErrorManager,class,4.0,875
org.stringtemplate.v4.misc.ErrorManager,class,3.4,873
org.stringtemplate.v4.misc.ErrorManager,class,3.5,875
org.stringtemplate.v4.misc.ErrorManager,class,3.4,915
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1172
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1170
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1101
org.stringtemplate.v4.misc.ErrorManager,class,3.5,914
org.stringtemplate.v4.misc.ErrorManager,class,3.5,915
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1062
org.stringtemplate.v4.misc.ErrorManager,class,4.0,922
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1177
org.stringtemplate.v4.misc.ErrorManager,class,3.5,922
org.stringtemplate.v4.misc.ErrorManager,class,3.4,922
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1106
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1167
org.stringtemplate.v4.misc.ErrorManager,class,3.5,873
org.stringtemplate.v4.misc.ErrorManager,class,3.4,875
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1089
org.stringtemplate.v4.misc.ErrorManager,class,3.4,914
org.stringtemplate.v4.misc.ErrorManager,class,4.0,1068
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.4,873
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1091
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1106
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,875
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.5,875
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1167
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.5,914
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.5,915
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1068
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.4,914
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.4,915
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1172
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.5,922
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,922
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1062
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1094
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1177
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.4,922
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.5,873
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1101
org.stringtemplate.v4.misc.STRuntimeMessage,class,3.4,875
org.stringtemplate.v4.misc.STRuntimeMessage,class,4.0,1089
org.antlr.v4.runtime.tree.gui.TreePostScriptGenerator,class,4.0,1111
org.antlr.v4.runtime.tree.gui.TreePostScriptGenerator,class,4.0,1118
org.stringtemplate.v4.Interpreter,class,4.0,875
org.stringtemplate.v4.Interpreter,class,3.4,873
org.stringtemplate.v4.Interpreter,class,3.5,875
org.stringtemplate.v4.Interpreter,class,4.0,1172
org.stringtemplate.v4.Interpreter,class,3.5,914
org.stringtemplate.v4.Interpreter,class,3.5,915
org.stringtemplate.v4.Interpreter,class,4.0,1101
org.stringtemplate.v4.Interpreter,class,3.4,915
org.stringtemplate.v4.Interpreter,class,4.0,1062
org.stringtemplate.v4.Interpreter,class,4.0,1094
org.stringtemplate.v4.Interpreter,class,3.5,873
org.stringtemplate.v4.Interpreter,class,3.5,922
org.stringtemplate.v4.Interpreter,class,4.0,1177
org.stringtemplate.v4.Interpreter,class,4.0,1106
org.stringtemplate.v4.Interpreter,class,4.0,1167
org.stringtemplate.v4.Interpreter,class,3.4,914
org.stringtemplate.v4.Interpreter,class,3.4,922
org.stringtemplate.v4.Interpreter,class,4.0,1170
org.stringtemplate.v4.Interpreter,class,4.0,922
org.stringtemplate.v4.Interpreter,class,4.0,1089
org.stringtemplate.v4.Interpreter,class,3.4,875
org.stringtemplate.v4.Interpreter,class,4.0,1068
org.stringtemplate.v4.Interpreter,class,4.0,1091
org.stringtemplate.v4.compiler.Compiler$4,class,3.5,914
org.stringtemplate.v4.compiler.Compiler$4,class,3.5,873
org.stringtemplate.v4.compiler.Compiler$4,class,3.5,922
org.stringtemplate.v4.compiler.Compiler$4,class,3.4,914
org.stringtemplate.v4.compiler.Compiler$4,class,3.5,915
org.stringtemplate.v4.compiler.Compiler$4,class,3.4,873
org.stringtemplate.v4.compiler.Compiler$4,class,3.4,922
org.stringtemplate.v4.compiler.Compiler$4,class,4.0,922
org.stringtemplate.v4.compiler.Compiler$4,class,3.4,915
antlr.CharLiteralElement,class,2.7.5,64
antlr.CharLiteralElement,class,3.3,486
antlr.CharLiteralElement,class,2.7.3,64
antlr.CharLiteralElement,class,3.2,486
antlr.CharLiteralElement,class,2.7.4,64
antlr.CharLiteralElement,class,3.1.1,290
antlr.CharLiteralElement,class,3.4,486
antlr.CharLiteralElement,class,3.5,486
antlr.CharLiteralElement,class,3.1.3,486
antlr.CharLiteralElement,class,3.1,290
org.antlr.v4.runtime.atn.RangeTransition,class,4.0,1065
antlr.OneOrMoreBlock,class,3.2,703
antlr.OneOrMoreBlock,class,2.7.3,41
antlr.OneOrMoreBlock,class,3.1,227
antlr.OneOrMoreBlock,class,3.1.1,227
antlr.OneOrMoreBlock,class,3.4,703
antlr.OneOrMoreBlock,class,2.7.4,41
antlr.OneOrMoreBlock,class,2.7.5,41
antlr.OneOrMoreBlock,class,3.5,703
antlr.OneOrMoreBlock,class,3.3,703
org.stringtemplate.v4.misc.STNoSuchAttributeException,class,3.4,915
org.stringtemplate.v4.misc.STNoSuchAttributeException,class,3.5,915
org.stringtemplate.v4.misc.STNoSuchAttributeException,class,4.0,1091
org.antlr.v4.runtime.tree.gui.TreeLayoutAdaptor$AntlrTreeChildrenIterable,class,4.0,1112
org.antlr.v4.runtime.tree.gui.TreeLayoutAdaptor$AntlrTreeChildrenIterable$1,class,4.0,1112
org.antlr.codegen.CSharp3Target$StringRenderer,class,3.4,822
org.antlr.codegen.CSharp3Target$StringRenderer,class,3.5,822
antlr.TreeElement,class,3.2,637
antlr.TreeElement,class,3.2,656
antlr.TreeElement,class,3.1.1,340
antlr.TreeElement,class,3.1.1,202
antlr.TreeElement,class,3.5,637
antlr.TreeElement,class,2.7.3,65
antlr.TreeElement,class,2.7.5,65
antlr.TreeElement,class,3.1,202
antlr.TreeElement,class,2.7.4,65
antlr.TreeElement,class,3.4,637
antlr.TreeElement,class,3.1,340
antlr.TreeElement,class,3.3,637
org.antlr.v4.semantics.BasicSemanticChecks,class,4.0,1159
antlr.ZeroOrMoreBlock,class,3.3,697
antlr.ZeroOrMoreBlock,class,3.1.1,229
antlr.ZeroOrMoreBlock,class,2.7.3,42
antlr.ZeroOrMoreBlock,class,3.4,697
antlr.ZeroOrMoreBlock,class,3.5,697
antlr.ZeroOrMoreBlock,class,3.1,229
antlr.ZeroOrMoreBlock,class,2.7.4,42
antlr.ZeroOrMoreBlock,class,3.2,697
antlr.ZeroOrMoreBlock,class,2.7.5,42
org.antlr.v4.parse.BlockSetTransformer$DFA6,class,4.0,1066
org.antlr.analysis.PredicateLabel,class,3.5,965
org.antlr.analysis.PredicateLabel,class,3.1.3,617
org.antlr.analysis.PredicateLabel,class,3.1.2,389
org.antlr.analysis.PredicateLabel,class,3.3,753
org.antlr.codegen.ActionTranslator,class,3.1.1,210
org.antlr.codegen.ActionTranslator,class,3.1.1,257
org.antlr.codegen.ActionTranslator,class,3.1,271
org.antlr.codegen.ActionTranslator,class,3.1,205
org.antlr.codegen.ActionTranslator,class,3.1.1,185
org.antlr.codegen.ActionTranslator,class,3.1.1,259
org.antlr.codegen.ActionTranslator,class,3.1,254
org.antlr.codegen.ActionTranslator,class,3.1.1,271
org.antlr.codegen.ActionTranslator,class,3.1.1,205
org.antlr.codegen.ActionTranslator,class,3.1,257
org.antlr.codegen.ActionTranslator,class,3.1,185
org.antlr.codegen.ActionTranslator,class,3.1.1,254
org.antlr.codegen.ActionTranslator,class,3.1,259
org.antlr.codegen.ActionTranslator,class,3.1,264
org.antlr.codegen.ActionTranslator,class,3.1,210
org.antlr.codegen.ActionTranslator,class,3.1.1,264
org.antlr.v4.runtime.atn.RuleTransition,class,4.0,1067
org.antlr.codegen.ActionTranslator$DFA28,class,3.1.1,257
org.antlr.codegen.ActionTranslator$DFA28,class,3.1,257
org.antlr.v4.runtime.atn.PredictionContext,class,4.0,1023
org.antlr.v4.runtime.atn.PredictionContext,class,4.0,1030
org.antlr.v4.runtime.atn.PredictionContext,class,4.0,1021
org.antlr.grammar.v2,package,3.2,497
org.antlr.grammar.v2,package,3.1.2,425
org.antlr.grammar.v2,package,3.1.2,428
org.antlr.grammar.v2,package,3.1.3,471
org.antlr.grammar.v2,package,3.2,491
org.antlr.grammar.v2,package,3.2,425
org.antlr.grammar.v2,package,3.1.2,448
org.antlr.grammar.v2,package,3.3,491
org.antlr.grammar.v2,package,3.3,497
org.antlr.grammar.v2,package,3.2,471
org.antlr.grammar.v2,package,3.1.2,421
org.antlr.grammar.v2,package,3.3,471
org.antlr.grammar.v2,package,3.3,448
org.antlr.grammar.v2,package,3.1.3,497
org.antlr.grammar.v2,package,3.2,448
org.antlr.grammar.v2,package,3.3,425
org.antlr.grammar.v2,package,3.1.3,425
org.antlr.grammar.v2,package,3.1.2,471
org.antlr.grammar.v2,package,3.1.3,491
org.antlr.grammar.v2,package,3.1.3,448
org.antlr.grammar.v2,package,3.1.2,437
org.stringtemplate.v4.compiler.GroupParser,class,4.0,819
org.stringtemplate.v4.compiler.GroupParser,class,4.0,1170
org.stringtemplate.v4.compiler.GroupParser,class,3.5,825
org.stringtemplate.v4.compiler.GroupParser,class,3.4,825
org.antlr.gunit.swingui.TestCaseEditController$OutputAstEditor,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$OutputAstEditor,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$OutputAstEditor,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$OutputAstEditor,class,3.3,621
org.antlr.v4.runtime.NoViableAltException,class,4.0,1032
org.antlr.v4.runtime.NoViableAltException,class,4.0,1022
org.antlr.gunit.swingui.TestCaseEditController$2,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$2,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$2,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$2,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$OutputResultEditor,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$OutputResultEditor,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$OutputResultEditor,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$OutputResultEditor,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$InputMultiEditor,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$InputMultiEditor,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$InputMultiEditor,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$InputMultiEditor,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$TestCaseListSelectionListener,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$TestCaseListSelectionListener,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$TestCaseListSelectionListener,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$TestCaseListSelectionListener,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$AddTestCaseAction,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$AddTestCaseAction,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$AddTestCaseAction,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$AddTestCaseAction,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$InputStringEditor,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$InputStringEditor,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$InputStringEditor,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$InputStringEditor,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$RemoveTestCaseAction,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$RemoveTestCaseAction,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$RemoveTestCaseAction,class,3.4,621
org.antlr.gunit.swingui.TestCaseEditController$RemoveTestCaseAction,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$1,class,3.5,621
org.antlr.gunit.swingui.TestCaseEditController$1,class,3.2,621
org.antlr.gunit.swingui.TestCaseEditController$1,class,3.3,621
org.antlr.gunit.swingui.TestCaseEditController$1,class,3.4,621
org.antlr.v4.runtime.atn.ArrayPredictionContext,class,4.0,1023
org.antlr.v4.runtime.atn.SingletonPredictionContext,class,4.0,1023
org.antlr.v4.tool.LeftRecursiveRule,class,4.0,1163
org.antlr.v4.tool.LeftRecursiveRule,class,4.0,1165
org.antlr.v4.codegen.ParserFactory,class,4.0,1173
org.antlr.v4.codegen.ParserFactory,class,4.0,1073
org.antlr.v4.codegen.ParserFactory,class,4.0,1070
org.antlr.v4.codegen.model.InvokeRule,class,4.0,1070
org.antlr.gunit,package,3.2,669
org.antlr.gunit,package,3.3,669
org.antlr.gunit,package,3.5,669
org.antlr.gunit,package,3.4,669
org.antlr.grammar.v3.ANTLRParser$DFA53,class,3.4,876
org.antlr.v4.semantics.UseDefAnalyzer,class,4.0,1071
org.antlr.stringtemplate.language,package,3.2,534
org.antlr.stringtemplate.language,package,3.3,611
org.antlr.stringtemplate.language,package,3.1.1,283
org.antlr.stringtemplate.language,package,3.1.3,611
org.antlr.stringtemplate.language,package,3.3,448
org.antlr.stringtemplate.language,package,3.2,448
org.antlr.stringtemplate.language,package,3.1.3,471
org.antlr.stringtemplate.language,package,3.3,491
org.antlr.stringtemplate.language,package,3.1.3,534
org.antlr.stringtemplate.language,package,3.2,471
org.antlr.stringtemplate.language,package,3.3,471
org.antlr.stringtemplate.language,package,3.5,491
org.antlr.stringtemplate.language,package,3.3,534
org.antlr.stringtemplate.language,package,3.1.1,221
org.antlr.stringtemplate.language,package,3.1.3,448
org.antlr.stringtemplate.language,package,3.2,611
org.antlr.stringtemplate.language,package,3.4,534
